3376,1188,3003,3916,767,3679,4095
3436,1191,3015,3980,753,3697,4031
3422,1169,3015,4063,691,3696,3936
3372,1071,3008,3975,699,3705,3930
3392,1088,3007,4029,705,3682,3815
3380,1102,3021,4012,735,3694,3949
3392,1101,3021,3982,687,3690,3942
3382,1098,3010,3965,619,3681,3998
3376,1120,2995,3932,596,3683,3989
3382,1141,3020,3949,592,3690,3987
3407,1162,3018,3827,592,3682,3961
3432,1143,2999,3837,586,3659,3916
3458,1157,3001,3824,578,3667,4026
3457,1200,3013,3830,581,3687,3993
3499,1206,3011,3865,589,3683,4080
3520,1207,2997,3922,592,3667,4006
3527,1203,3001,3884,599,3680,4033
3534,1211,3011,3896,626,3683,4016
3511,1216,3009,3860,623,3679,3979
3503,1221,3011,3902,640,3682,3968
3464,1281,3007,3870,624,3669,3931
3501,1392,3013,3872,611,3683,3930
3488,1363,3012,3895,592,3678,3959
3491,1314,3011,3869,565,3684,3937
3409,1338,2997,3839,568,3664,3917
3446,1376,2998,3787,566,3667,3892
3502,1472,3034,3824,578,3703,3908
3478,1378,3002,3824,560,3665,3892
3504,1358,3011,3939,577,3691,3913
3479,1417,3007,4052,597,3682,3914
3456,1425,3007,4095,613,3671,3974
3507,1456,3008,4095,626,3666,4095
3487,1493,3024,4095,673,3682,4005
3357,1451,2993,4095,662,3659,3773
3359,1429,3003,4095,669,3667,3768
3334,1463,3006,4095,699,3673,3219
3324,1603,3013,4095,701,3685,2928
3308,1700,3013,4095,691,3686,2832
3353,1724,3014,4095,714,3686,2933
3287,1713,3010,4095,722,3680,3238
3280,1776,2995,4095,717,3669,3244
3339,1792,3001,4095,709,3667,3581
3335,1659,3011,4095,713,3679,3563
3344,1488,3018,4095,701,3681,3503
3317,1552,3017,4095,673,3681,3563
3313,1487,3015,4095,654,3686,3565
3325,1492,3015,4095,656,3682,3599
3317,1490,3018,4095,621,3687,3607
3317,1475,3005,4095,592,3689,3593
3301,1481,3007,4095,563,3674,4027
3358,1502,3019,4095,563,3687,3970
3329,1521,3022,4095,561,3690,3952
3320,1557,3023,4095,546,3688,3979
3330,1535,3021,4095,550,3684,3971
3363,1547,3024,4095,539,3682,3911
3376,1818,3029,4095,528,3683,3619
3405,1807,3039,4095,509,3661,3596
3470,1872,3029,4095,534,3686,3658
3488,1987,3027,4095,529,3682,3884
3468,1969,3030,4095,533,3683,3969
3500,2111,3018,4095,546,3668,3942
3500,2035,3021,4095,559,3675,3948
3483,1987,3014,4095,546,3673,3977
3549,2032,3029,4095,554,3681,4043
3515,2015,3027,4095,552,3673,4033
3498,1993,3015,4095,541,3668,3980
3518,2026,3026,4095,555,3681,3944
3520,2021,3026,4095,560,3680,4007
3533,2026,3026,4095,562,3680,3943
3563,2019,3024,4095,554,3677,3957
3550,2016,3024,4095,560,3678,3945
3552,2009,3025,4095,558,3679,3924
3557,2010,3025,4095,549,3681,3917
3499,2017,3008,4095,534,3664,3890
3529,2059,3024,4095,533,3679,3898
3531,2156,3024,4095,528,3680,3891
3527,2143,3024,4095,527,3674,3894
3533,2099,3049,4095,528,3686,3917
3531,2114,3013,4095,528,3669,3902
3550,2064,3024,4095,539,3679,3936
3562,2041,3024,4068,535,3680,3920
3557,2133,3012,4065,543,3665,3984
3527,2007,3015,4045,539,3670,3990
3520,1964,3024,4066,549,3677,3974
3523,1958,3024,4048,557,3683,4039
3498,1949,3019,4061,554,3674,4018
3508,1951,3015,4048,553,3669,3973
3507,1968,3024,4060,555,3678,4006
3510,2003,3025,4095,564,3678,3991
3481,1997,3021,4079,577,3670,3977
3477,2073,3010,4059,579,3660,3982
3495,2295,3046,4063,590,3698,3965
3485,2286,3008,4085,576,3673,3935
3520,2236,3023,4095,577,3680,3962
3517,2239,3024,4091,576,3683,3957
3536,2224,3023,4086,572,3680,3947
3583,2214,3023,4055,576,3669,3944
3591,2247,3008,4090,569,3717,4012
3555,2224,3009,4084,560,3669,3971
3517,2219,3012,4048,561,3671,3921
3523,2256,3024,4043,563,3679,3920
3513,2064,3012,4020,560,3664,3915
3527,2241,3009,4081,567,3678,3927
3555,2243,3010,4080,559,3667,3926
3575,2179,3025,4076,558,3684,3942
3593,2138,3024,4095,555,3679,3986
3551,2065,3018,4070,550,3665,3979
3577,2107,3026,4068,553,3682,3978
3575,2004,3024,4051,557,3686,3969
3598,1878,3026,4043,559,3681,3930
3551,1870,3015,4095,559,3675,3932
3569,1923,3025,4079,569,3684,3953
3527,1814,3025,4036,547,3682,4015
3556,1739,3025,3997,534,3679,3984
3487,1670,3012,4007,546,3664,3954
3482,1686,3025,4095,560,3675,4017
3461,1671,3024,4067,560,3678,4039
3477,1697,3025,4095,562,3682,4026
3455,1833,3015,4095,561,3670,3955
3504,1853,3020,4028,553,3664,3949
3543,1863,3027,4027,543,3678,3856
3549,1920,3025,4003,529,3681,3984
3442,1960,3017,4095,536,3665,3978
3567,2010,3015,4045,560,3664,4059
3535,2071,3035,4002,570,3687,4047
3546,2047,3040,3935,534,3681,4030
3520,2039,3029,3896,519,3669,4039
3515,2001,3026,3876,535,3674,4048
3488,1968,3039,3875,529,3682,3995
3443,1982,3039,3904,519,3684,4077
3465,1879,3026,3952,561,3672,3875
3446,1731,3024,3854,507,3679,4068
3438,1589,3031,3954,543,3691,4095
3440,1593,3027,3917,539,3695,4037
3444,1651,3014,3952,561,3675,4019
3475,1584,3017,3965,592,3689,3987
3469,1406,3021,3985,620,3699,4061
3427,1310,3017,3936,595,3695,4046
3510,1286,3044,3970,666,3699,4003
3467,1272,3005,3941,717,3686,3946
3487,1291,3017,4036,753,3696,3954
3508,1292,3013,4060,795,3696,4005
3770,1325,3024,4095,1114,3653,3929
3671,1280,2994,4080,1156,3684,3914
3717,1303,3002,4095,1258,3696,3851
3823,1261,3001,4095,1271,3698,3965
3725,1219,2977,4095,1168,3686,3939
3809,1296,2983,4095,1263,3681,3967
3871,1271,2991,4095,892,3694,3923
3775,1234,2989,4095,771,3691,3936
3780,1230,2989,4095,736,3694,3948
3756,1222,2973,4095,855,3679,3906
3781,1229,2989,4095,1295,3689,3937
3792,1251,2983,4095,1983,3694,3899
3737,1251,2980,4095,2133,3693,3946
3766,1239,2966,4095,2411,3673,3815
3791,1264,2976,4095,3129,3692,3792
3851,1243,2974,4095,3366,3682,3792
3843,1232,2970,4095,3344,3687,3889
3886,1187,2959,4095,3599,3670,3789
3869,1185,2966,4095,3659,3696,3933
3845,1205,2966,4095,3167,3716,3892
3874,1164,2966,4095,3242,3701,3799
3719,1140,2961,4095,2224,3696,3851
3728,1167,2962,4091,2019,3699,3904
3493,1130,2974,4095,1742,3713,3888
3504,1130,2975,4095,1634,3714,3871
3557,1123,2965,4095,1593,3695,3769
3558,1115,2961,4021,1504,3698,3792
3557,1136,2975,3990,1456,3711,3829
3620,1134,2974,4010,1458,3703,3799
3611,1109,2962,4066,1534,3681,3947
3666,1144,2974,4095,1599,3697,3984
3721,1150,2967,4095,1618,3696,4048
3680,1179,2976,4095,1642,3694,4073
3760,1328,2961,4095,1622,3695,4026
3693,1378,2960,4095,1893,3677,4003
3650,1264,2972,4095,2059,3696,4000
3620,1271,2967,4095,1946,3693,3943
3617,1287,2953,4095,2016,3682,3959
3596,1264,2960,4095,2057,3679,3901
3600,1247,2971,4095,2129,3690,3895
3644,1284,2973,4095,2034,3693,3893
3642,1391,2963,4095,2078,3679,3894
3620,1470,2966,4095,2122,3682,3812
3696,1478,2981,4095,2224,3687,3867
3647,1601,2981,4095,2186,3690,3927
