4095,4095,2735,4095,223,2909,4095
4095,4095,2719,4095,207,2909,4095
4095,4095,2727,4095,182,2923,4095
4095,4095,2726,4095,189,2922,4095
4095,4095,2719,4095,186,2929,4095
4095,4095,2714,4095,185,2910,4095
4095,4095,2725,4095,176,2925,4095
4095,4095,2723,4095,176,2919,4095
4095,4095,2748,4095,176,2907,4095
4095,4095,2706,4095,165,2909,4095
4095,4095,2746,4095,163,2925,4095
4095,4095,2738,4095,170,2927,4095
4095,4095,2727,4095,159,2917,4095
4090,4095,2733,4095,154,2930,4095
4095,4095,2747,4095,155,2943,4095
4095,4095,2747,4095,163,2947,4095
4095,4095,2735,4095,165,2928,4095
4095,4095,2753,4095,162,2941,4095
4095,4095,2750,4095,161,2942,4095
4095,4095,2742,4095,171,2944,4095
4095,4095,2725,4095,167,2928,4095
4095,4095,2742,4095,176,2943,4095
4095,4095,2757,4095,179,2944,4095
4095,4095,2805,4095,189,2942,4095
4095,4095,2702,4095,199,2925,4095
4095,4095,2770,4095,195,2933,4095
4095,4095,2761,4095,194,2929,4095
4095,4095,2736,4095,182,2928,4095
4095,4095,2718,4095,178,2914,4095
4095,4095,2719,4095,178,2925,4095
4095,4095,2748,4095,178,2916,4095
4095,4095,2721,4095,183,2928,4095
4095,4095,2763,4095,198,2920,4095
4095,4095,2797,4095,205,2934,4095
4095,4095,2794,4095,191,2928,4095
4095,4095,2784,4095,198,2929,4095
4095,4095,2773,4095,180,2917,4095
4095,4095,2763,4095,178,2913,4095
4095,4095,2769,4095,195,2925,4095
4095,4095,2775,4095,208,2916,4095
4095,4095,2783,4095,215,2895,4095
4095,4095,2754,4095,249,2891,4095
4095,4095,2774,4095,327,2900,4095
4095,4095,2788,4095,406,2898,4095
4095,4095,2784,4095,555,2883,4095
4095,4095,2800,4095,591,2885,4095
4095,4095,2826,4095,629,2896,4095
4095,4095,2850,4095,599,2896,4095
4095,4095,2846,4095,601,2897,4095
4095,4095,2816,4095,579,2883,4095
4095,3696,2817,4095,577,2896,4095
4095,3440,2810,4095,574,2894,4095
4095,3437,2791,4095,589,2895,4095
4093,2990,2800,4095,646,2882,4095
4095,2668,2818,4095,651,2881,4095
4095,2637,2810,4095,605,2880,4095
4095,2516,2803,4095,584,2879,4095
4095,2520,2814,4095,585,2896,4095
4095,2352,2829,4095,653,2887,4095
4095,2177,2823,4095,922,2891,4095
4095,2144,2817,4095,1072,2890,4095
4095,2040,2803,4095,1208,2865,4095
4095,2011,2795,4095,1180,2879,4095
4095,2030,2800,4095,1118,2888,4095
4095,2220,2791,4095,1040,2889,4095
4095,2185,2785,4095,939,2877,4095
4095,2352,2794,4095,844,2871,4095
4095,2842,2797,4095,783,2885,4095
4095,2651,2747,4095,774,2883,4095
4095,2576,2754,4095,753,2867,4095
4095,2643,2750,4095,798,2875,4095
4095,2789,2765,4095,862,2887,4095
4095,2768,2767,4095,944,2883,4095
4095,2677,2769,4095,937,2874,4095
4095,3088,2773,4095,881,2872,4095
4095,4095,2791,4095,841,2884,4095
4095,4095,2785,4095,806,2885,4095
4095,4095,2788,4095,799,2875,4095
4095,4095,2775,4095,793,2874,4095
4095,3737,2798,4095,807,2885,4095
4095,3152,2800,4095,794,2881,4095
4095,2887,2771,4095,791,2868,4095
4095,2462,2768,4095,893,2875,4095
4095,2077,2781,4095,912,2883,4095
4095,2234,2793,4095,907,2885,4095
4095,2366,2768,4095,955,2867,4095
4095,2309,2783,4095,935,2869,4095
4095,2288,2803,4095,946,2879,4095
4095,2352,2795,4095,914,2880,4095
4095,2352,2800,4095,894,2880,4095
4095,2341,2797,4095,867,2865,4095
4095,2379,2797,4095,865,2877,4095
4095,2384,2800,4095,886,2877,4095
4095,2414,2800,4095,977,2878,4095
4090,2551,2789,4095,1049,2864,4095
4095,2699,2803,4095,1161,2879,4095
4095,2821,2800,4095,1173,2879,4095
4095,3387,2813,4095,1350,2878,4095
4095,2822,2802,4095,1361,2866,4095
4095,3699,2816,4095,1358,2882,4095
4095,3543,2798,4095,1358,2865,4095
4095,3661,2800,4095,1346,2865,4095
4095,3772,2815,4095,1319,2867,4095
4095,4095,2814,4095,1325,2878,4095
4095,4095,2827,4095,1316,2878,4095
4095,4095,2823,4095,1311,2877,4095
4095,4095,2799,4095,1302,2866,4095
4095,4095,2816,4095,1310,2880,4095
4095,4095,2816,4095,1302,2878,4095
4095,4095,2814,4095,1299,2874,4095
4095,4095,2803,4095,1287,2864,4095
4095,4095,2805,4095,1233,2864,4095
4095,4095,2790,4095,1165,2867,4095
4095,4095,2814,4095,1083,2878,4095
4095,3498,2800,4095,957,2864,4095
4095,3237,2798,4095,880,2868,4095
4095,3293,2819,4095,942,2878,4095
4095,3344,2815,4095,1011,2879,4095
4095,3450,2804,4095,982,2865,4095
4095,3466,2821,4095,976,2868,4095
4095,3439,2809,4095,986,2879,4095
4095,3457,2816,4095,979,2880,4095
4095,4095,2804,4095,983,2864,4095
4095,4095,2811,4095,1283,2864,4095
4095,4095,2800,4095,1730,2870,4095
4095,3472,2803,4095,1711,2865,4095
4095,3744,2798,4095,1694,2867,4095
4095,4095,2800,4095,1685,2869,4095
4095,4032,2794,4095,1682,2869,4095
4095,3268,2791,4095,1164,2865,4095
4095,3275,2794,4095,1159,2864,4095
4095,3277,2790,4095,1155,2867,4095
4095,3275,2797,4095,1178,2863,4095
4095,3262,2791,4095,1167,2865,4095
4095,3280,2815,4095,1182,2896,4095
4095,3248,2798,4095,1200,2866,4095
4095,3234,2793,4095,1200,2867,4095
4095,3250,2829,4095,1213,2901,4095
4095,3183,2800,4095,1211,2869,4095
4095,2919,2799,4095,1214,2863,4095
4095,2879,2800,4095,1211,2863,4095
4095,2906,2800,4095,1209,2866,4095
4095,2906,2800,4095,1195,2864,4095
4095,2896,2806,4095,1119,2864,4095
4084,2845,2803,4095,1105,2865,4095
4095,2838,2802,4095,1090,2864,4095
4095,2836,2800,4095,1099,2861,4095
4095,2831,2795,4095,1081,2864,4095
4095,2837,2797,4095,1084,2863,4095
4095,2851,2832,4095,1073,2898,4095
4095,2817,2806,4095,1040,2862,4095
4095,2827,2803,4095,1037,2864,4095
4095,2800,2807,4095,1058,2863,4095
4095,4095,2774,4095,1075,2842,4095
4095,4095,2805,4095,1088,2875,4095
4079,4095,2799,4095,1095,2874,4095
4095,4095,2778,4095,1074,2848,4095
4095,4095,2788,4095,1091,2882,4095
4095,4095,2775,4095,1075,2847,4095
4095,4095,2784,4095,1071,2849,4095
4095,4095,2772,4095,1056,2843,4095
4095,4095,2797,4095,1062,2849,4095
4095,4095,2803,4095,1088,2846,4095
4095,4095,2810,4095,1104,2844,4095
4095,4095,2797,4095,1083,2845,4095
4094,4095,2783,4095,1057,2844,4095
4095,4095,2789,4095,1065,2861,4095
4095,4095,2777,4095,1072,2848,4095
4095,4095,2784,4095,1072,2847,4095
4095,4095,2791,4095,1088,2848,4095
4095,4095,2801,4095,1096,2846,4095
4095,4095,2800,4095,1089,2843,4095
4095,4095,2800,4095,1182,2843,4095
4095,4095,2803,4095,1174,2850,4095
4095,4095,2809,4095,1171,2847,4095
4095,4095,2807,4095,1168,2847,4095
4095,4095,2800,4095,1178,2859,4095
4095,4095,2826,4095,1175,2859,4095
4095,4095,2834,4095,1170,2853,4095
4095,4095,2723,4095,1155,2846,4095
4095,4095,2731,4095,1015,2843,4095
4095,4095,2725,4095,1011,2839,4095
4095,4095,2739,4095,1029,2862,4095
4095,4095,2747,4095,1037,2858,4095
4095,4095,2742,4095,1039,2858,4095
4095,4095,2747,4095,1036,2854,4095
4095,4095,2747,4095,1031,2857,4095
4095,4095,2747,4095,1015,2855,4095
4095,4095,2751,4095,1008,2853,4095
4095,4095,2752,4095,1006,2857,4095
4095,4095,2752,4095,1016,2857,4095
4095,4095,2759,4095,1012,2854,4095
4095,4095,2747,4095,1007,2837,4095
4095,4095,2795,4095,1005,2843,4095
4095,4095,2750,4095,1008,2894,4095
4095,4095,2782,4095,1018,2871,4095
4095,4095,2789,4095,1014,2854,4095
4095,4095,2765,4095,1008,2846,4095
4095,4095,2852,4095,1004,2846,4095
4095,4095,2806,4095,997,2848,4095
4095,4095,2807,4095,995,2842,4095
4095,4095,2801,4095,1000,2848,4095
4095,4095,2802,4095,1001,2845,4095
4095,4095,2809,4095,995,2843,4095
4095,4095,2794,4095,1005,2843,4095
4095,4095,2805,4095,1006,2861,4095
4095,4095,2791,4095,995,2844,4095
4095,4095,2771,4095,1132,2845,4095
4095,4095,2772,4095,1131,2845,4095
4095,4095,2776,4095,1136,2843,4095
4095,4095,2793,4095,1131,2848,4095
4095,4095,2783,4095,1138,2846,4095
4095,4095,2815,4095,1148,2875,4095
4095,4095,2799,4095,1120,2855,4095
4095,4095,2789,4095,1136,2845,4095
4095,4095,2790,4095,1138,2842,4095
4095,4095,2783,4095,1136,2846,4095
4095,4095,2783,4095,1134,2842,4095
4090,4095,2784,4095,1139,2846,4095
4095,4095,2786,4095,1136,2843,4095
4095,4095,2805,4095,1154,2869,4095
4095,4095,2770,4095,1423,2832,4095
4095,4095,2815,4095,1447,2867,4095
4095,4095,2773,4095,1434,2843,4095
4095,4095,2770,4095,1424,2843,4095
4095,4095,2786,4095,1428,2839,4095
4095,4095,2787,4095,1433,2835,4095
4095,4095,2779,4095,1443,2842,4095
4095,4095,2769,4095,1455,2844,4095
4095,4095,2768,4095,1456,2837,4095
4095,4095,2771,4095,1454,2833,4095
4095,4095,2761,4095,1454,2838,4095
4095,4095,2772,4095,1454,2843,4095
4095,4095,2768,4095,1451,2844,4095
4095,4095,2719,4095,1447,2839,4095
4095,4095,2762,4095,1457,2870,4095
4095,4095,2766,4095,1451,2837,4095
4095,4095,2763,4095,1441,2842,4095
4095,4095,2800,4095,1435,2837,4095
4095,4095,2794,4095,1450,2868,4095
4095,4095,2791,4095,1453,2864,4095
4095,4095,2801,4095,1445,2877,4095
