4095,4095,3251,3922,53,3709,2372
4095,4095,3263,3921,66,3725,2407
4095,4095,3266,3874,64,3727,2407
4095,4095,3248,3871,58,3722,2384
4095,4095,3255,3888,61,3712,2417
4095,4095,3257,3893,64,3728,2459
4095,4095,3259,3920,65,3726,2512
4095,4095,3247,3876,65,3713,2558
4095,4095,3251,3892,64,3723,2559
4095,4095,3255,3967,64,3728,2559
4095,4095,3256,3903,64,3722,2543
4095,4095,3246,3952,59,3720,2622
4095,4095,3245,3988,63,3710,2643
4095,4095,3259,3942,64,3722,2663
4095,3047,3259,4031,59,3716,2673
4095,2998,3248,3955,56,3713,2663
4095,2336,3261,3921,46,3722,2750
4095,2268,3233,3888,48,3711,2734
4095,2293,3249,3904,50,3716,2725
4095,2274,3249,3911,53,3721,2767
4095,2304,3237,3940,54,3716,2769
4095,2320,3235,3957,54,3703,2796
4095,2354,3245,3959,53,3718,2848
4095,2409,3248,3981,54,3717,2856
4095,2304,3234,3927,50,3711,2836
4095,2320,3229,3907,55,3711,2847
4095,2351,3235,3902,51,3713,2803
4095,2387,3248,3962,51,3723,2804
4095,2428,3249,4007,53,3717,2806
4095,2429,3248,3943,50,3718,2778
4095,2432,3249,3951,50,3719,2798
4095,2446,3248,3937,50,3714,2780
4095,2464,3239,3973,64,3712,2769
4095,2453,3247,3892,45,3702,2722
4095,2453,3255,3879,47,3717,2722
4095,2413,3254,3931,46,3719,2713
4095,2423,3238,3921,39,3701,2736
4095,2462,3248,3890,38,3706,2754
4095,2640,3258,3953,43,3721,2771
4095,4095,3253,3856,43,3722,2758
4095,4095,3247,3844,35,3697,2741
4095,4095,3248,3841,41,3706,2758
4095,4095,3248,3907,35,3710,2805
4095,4095,3249,3906,35,3712,2823
4095,4095,3262,3909,37,3724,2878
4095,4095,3250,3815,40,3719,2878
4095,4095,3249,3773,35,3717,2875
4095,4095,3248,3811,38,3716,2833
4095,4095,3231,3827,35,3701,2847
4095,4095,3231,3829,36,3703,2875
4095,4095,3234,3884,36,3722,2878
4095,4095,3225,3843,37,3715,2861
4095,4095,3215,3814,31,3703,2835
4095,4095,3216,3801,33,3700,2826
4095,4095,3220,3863,35,3717,2830
4095,4095,3221,3861,31,3714,2838
4095,4095,3192,3792,5,3755,2823
4095,4095,3214,3828,26,3701,2795
4095,4095,3210,3738,31,3706,2934
4095,4095,3220,3776,32,3719,2992
4095,4095,3210,3767,23,3707,2958
4095,4095,3203,3786,30,3698,3003
4095,4095,3216,3807,32,3718,3056
4095,4095,3217,3817,30,3715,3123
4095,4095,3215,3806,32,3716,3151
